timestamp,firmware,ensaio,frequencia_hz,segundo,duty_percent,tensao_v,corrente_a,potencia_w,accel_x_g,accel_y_g,accel_z_g,accel_resultante_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,audio_rms,audio_peak,audio_freq_hz,wifi_rssi,acs_ok,mpu_ok,audio_ok
22/09/2026 09:41:45,V0.01,1,15000,2,90,0.01,0.014,-0.08,0.9126,0.0164,0.3304,0.9707,2.962,0.298,0.153,0,0,0,-72,1,1,1
22/09/2026 09:41:48,V0.01,1,15000,3,90,0.009,0.013,-0.08,0.9106,0.0138,0.3306,0.9689,2.916,0.267,0.137,0,0,0,-73,1,1,1
22/09/2026 09:41:51,V0.01,1,15000,4,90,0.01,0.013,-0.08,0.9121,0.0125,0.3331,0.9711,2.824,0.26,0.16,0,0,0,-74,1,1,1
22/09/2026 09:41:53,V0.01,1,15000,5,90,0.01,0.012,-0.08,0.911,0.0133,0.3337,0.9703,2.847,0.282,0.092,0,0,0,-71,1,1,1
22/09/2026 09:41:56,V0.01,1,15000,6,90,0.009,0.013,-0.08,0.9102,0.0096,0.3286,0.9677,2.947,0.275,0.145,0,0,0,-72,1,1,1
22/09/2026 09:41:58,V0.01,1,15000,7,90,0.008,0.011,-0.08,0.9133,0.0149,0.3318,0.9718,2.947,0.282,0.168,0,0,0,-75,1,1,1
22/09/2026 09:42:02,V0.01,1,15000,8,90,0.009,0.014,-0.08,0.9141,0.0129,0.3328,0.9728,2.855,0.16,0.115,0,0,0,-74,1,1,1
22/09/2026 09:42:05,V0.01,1,15000,9,90,0.009,0.011,-0.08,0.9119,0.0142,0.3312,0.9702,2.878,0.221,0.176,0,0,0,-75,1,1,1
22/09/2026 09:42:07,V0.01,1,15000,10,90,0.009,0.013,-0.08,0.9117,0.0123,0.3341,0.9711,2.924,0.321,0.183,0,0,0,-77,1,1,1
22/09/2026 09:42:10,V0.01,1,15000,11,90,0.009,0.011,-0.08,0.9119,0.0151,0.3304,0.97,2.939,0.313,0.145,0,0,0,-75,1,1,1
22/09/2026 09:42:16,V0.01,1,15000,12,90,0.009,0.012,-0.08,0.9114,0.0134,0.3319,0.97,2.947,0.412,0.168,0,0,0,-74,1,1,1
22/09/2026 09:42:17,V0.01,1,15000,13,90,0.01,0.011,-0.08,0.9131,0.0134,0.3317,0.9715,2.878,0.305,0.076,0,0,0,-74,1,1,1
22/09/2026 09:42:20,V0.01,1,15000,14,90,0.009,0.013,-0.08,0.9139,0.0129,0.3281,0.9711,2.931,0.351,0.145,0,0,0,-73,1,1,1
22/09/2026 09:42:22,V0.01,1,15000,15,90,0.009,0.012,-0.08,0.9121,0.0151,0.3337,0.9714,2.947,0.305,0.13,0,0,0,-72,1,1,1
22/09/2026 09:42:25,V0.01,1,15000,16,90,0.009,0.011,0.0,0.9155,0.0126,0.3335,0.9745,2.878,0.366,0.13,0,0,0,-73,1,1,1
22/09/2026 09:42:28,V0.01,1,15000,17,90,0.01,0.013,-0.08,0.9132,0.0156,0.334,0.9725,2.885,0.275,0.168,0,0,0,-81,1,1,1
22/09/2026 09:42:31,V0.01,1,15000,18,90,0.009,0.012,-0.08,0.9097,0.0139,0.3275,0.9669,2.817,0.191,0.176,0,0,0,-74,1,1,1
22/09/2026 09:42:33,V0.01,1,15000,19,90,0.009,0.01,-0.08,0.9132,0.0131,0.3304,0.9712,2.962,0.321,0.137,0,0,0,-74,1,1,1
22/09/2026 09:42:35,V0.01,1,15000,20,90,0.009,0.013,-0.08,0.9132,0.0172,0.3293,0.9709,2.87,0.29,0.145,0,0,0,-72,1,1,1
22/09/2026 09:42:44,V0.01,1,20000,1,90,0.009,0.011,-0.08,0.9123,0.0146,0.3316,0.9708,2.911,0.326,0.156,0,0,0,-71,1,1,1
22/09/2026 09:42:46,V0.01,1,20000,2,90,0.01,0.011,-0.08,0.911,0.0165,0.3317,0.9696,2.901,0.26,0.13,0,0,0,-72,1,1,1
22/09/2026 09:42:51,V0.01,1,20000,3,90,0.004,0.009,0.0,0.9138,0.016,0.332,0.9724,2.969,0.519,0.122,0,0,0,-71,1,1,1
22/09/2026 09:42:53,V0.01,1,20000,4,90,0.01,0.013,-0.08,0.9089,0.0159,0.3312,0.9675,2.885,0.374,0.206,0,0,0,-75,1,1,1
22/09/2026 09:42:55,V0.01,1,20000,5,90,0.009,0.011,-0.08,0.9119,0.0133,0.3328,0.9708,2.954,0.298,0.076,0,0,0,-73,1,1,1
22/09/2026 09:42:58,V0.01,1,20000,6,90,0.009,0.013,-0.08,0.9114,0.0142,0.3315,0.9699,2.893,0.359,0.122,0,0,0,-74,1,1,1
22/09/2026 09:43:01,V0.01,1,20000,7,90,0.009,0.011,0.0,0.9135,0.0156,0.3323,0.9721,2.901,0.282,0.13,0,0,0,-73,1,1,1
22/09/2026 09:43:04,V0.01,1,20000,8,90,0.009,0.013,-0.08,0.9109,0.0117,0.33,0.9689,2.87,0.191,0.137,0,0,0,-76,1,1,1
22/09/2026 09:43:08,V0.01,1,20000,9,90,0.01,0.011,-0.08,0.9127,0.0166,0.3325,0.9715,2.656,0.015,0.191,0,0,0,-76,1,1,1
22/09/2026 09:43:12,V0.01,1,20000,10,90,0.01,0.013,-0.08,0.9143,0.0151,0.3298,0.9721,2.985,0.344,0.183,0,0,0,-72,1,1,1
22/09/2026 09:43:15,V0.01,1,20000,11,90,0.009,0.013,-0.08,0.9136,0.0133,0.3319,0.9721,2.954,0.191,0.137,0,0,0,-72,1,1,1
22/09/2026 09:43:20,V0.01,1,20000,12,90,0.009,0.011,-0.08,0.9125,0.0159,0.3292,0.9702,2.939,0.374,0.214,0,0,0,-71,1,1,1
22/09/2026 09:43:22,V0.01,1,20000,13,90,0.009,0.012,-0.08,0.9139,0.0168,0.3313,0.9723,2.916,0.267,0.137,0,0,0,-71,1,1,1
22/09/2026 09:43:25,V0.01,1,20000,14,90,0.009,0.012,-0.08,0.9144,0.0143,0.3292,0.972,2.893,0.366,0.115,0,0,0,-70,1,1,1
22/09/2026 09:43:32,V0.01,1,20000,16,90,0.009,0.011,-0.08,0.913,0.0149,0.3298,0.9708,2.916,0.634,0.145,0,0,0,-71,1,1,1
22/09/2026 09:43:32,V0.01,1,20000,15,90,0.009,0.015,0.0,0.911,0.0142,0.3333,0.9702,2.992,0.496,0.13,0,0,0,-70,1,1,1
22/09/2026 09:43:35,V0.01,1,20000,17,90,0.008,0.012,-0.08,0.9117,0.0138,0.329,0.9694,2.939,0.344,0.16,0,0,0,-72,1,1,1
22/09/2026 09:43:38,V0.01,1,20000,18,90,0.009,0.013,-0.08,0.9128,0.0134,0.3347,0.9724,2.855,0.344,0.115,0,0,0,-71,1,1,1
22/09/2026 09:43:41,V0.01,1,20000,19,90,0.009,0.012,-0.08,0.9132,0.0153,0.3328,0.9721,2.954,0.321,0.145,0,0,0,-71,1,1,1
22/09/2026 09:43:48,V0.01,1,20000,20,90,0.009,0.013,0.0,0.9106,0.0093,0.3353,0.9705,4.626,1.74,0.076,0,0,0,-70,1,1,1
22/09/2026 09:43:52,V0.01,1,25000,1,90,0.009,0.013,-0.08,0.9122,0.0151,0.3314,0.9707,2.911,0.392,0.147,0,0,0,-73,1,1,1
22/09/2026 09:43:55,V0.01,1,25000,2,90,0.009,0.011,-0.08,1.011,0.7927,0.0691,1.2866,90.962,64.847,64.824,0,0,0,-74,1,1,1
22/09/2026 09:43:57,V0.01,1,25000,3,90,0.009,0.011,-0.08,1.2355,0.1764,0.2812,1.2793,43.298,27.824,50.74,0,0,0,-71,1,1,1
22/09/2026 09:44:00,V0.01,1,25000,4,90,0.009,0.013,-0.08,0.9166,0.134,0.2902,0.9708,3.046,0.115,0.183,0,0,0,-70,1,1,1
22/09/2026 09:44:05,V0.01,1,25000,5,90,0.009,0.011,-0.08,0.925,0.1163,0.293,0.9773,2.901,0.344,0.26,0,0,0,-71,1,1,1
22/09/2026 09:44:07,V0.01,1,25000,6,90,0.009,0.011,-0.08,0.9246,0.0897,0.3007,0.9763,2.924,0.229,0.168,0,0,0,-71,1,1,1
22/09/2026 09:44:11,V0.01,1,25000,7,90,0.01,0.012,-0.08,0.9214,0.095,0.3066,0.9757,2.901,0.282,0.145,0,0,0,-72,1,1,1
22/09/2026 09:44:14,V0.01,1,25000,8,90,0.009,0.013,-0.08,0.9192,0.094,0.301,0.9718,2.847,0.351,0.16,0,0,0,-72,1,1,1
22/09/2026 09:44:21,V0.01,1,25000,9,90,0.009,0.011,-0.08,0.9169,0.0918,0.3044,0.9704,2.809,0.336,0.145,0,0,0,-71,1,1,1
22/09/2026 09:44:22,V0.01,1,25000,10,90,0.01,0.014,-0.08,0.9203,0.0936,0.2953,0.971,2.939,0.328,0.16,0,0,0,-65,1,1,1
22/09/2026 09:44:26,V0.01,1,25000,11,90,0.01,0.013,-0.08,0.918,0.0903,0.2974,0.9691,2.878,0.282,0.16,0,0,0,-71,1,1,1
22/09/2026 09:44:29,V0.01,1,25000,12,90,0.01,0.01,0.0,0.9181,0.0909,0.3043,0.9715,2.954,0.198,0.137,0,0,0,-69,1,1,1
22/09/2026 09:44:33,V0.01,1,25000,13,90,0.01,0.011,0.0,0.922,0.0892,0.3074,0.976,2.901,0.344,0.176,0,0,0,-70,1,1,1
22/09/2026 09:44:37,V0.01,1,25000,14,90,0.01,0.012,-0.08,0.9185,0.0934,0.3036,0.9718,2.878,0.366,0.115,0,0,0,-68,1,1,1
22/09/2026 09:44:41,V0.01,1,25000,15,90,0.009,0.013,-0.08,0.918,0.0912,0.3019,0.9706,2.939,0.305,0.191,0,0,0,-66,1,1,1
22/09/2026 09:44:49,V0.01,1,25000,16,90,0.009,0.012,-0.08,0.9218,0.092,0.2963,0.9726,2.947,0.29,0.115,0,0,0,-68,1,1,1
22/09/2026 09:44:50,V0.01,1,25000,17,90,0.009,0.014,-0.08,0.9214,0.0927,0.2992,0.9732,2.84,0.366,0.092,0,0,0,-67,1,1,1
22/09/2026 09:44:52,V0.01,1,25000,18,90,0.01,0.011,-0.08,0.9199,0.0939,0.3004,0.9723,2.931,0.282,0.191,0,0,0,-69,1,1,1
22/09/2026 09:44:58,V0.01,1,25000,19,90,0.009,0.013,-0.08,0.9199,0.09,0.3019,0.9724,2.916,0.252,0.16,0,0,0,-69,1,1,1
22/09/2026 09:45:00,V0.01,1,25000,20,90,0.009,0.014,-0.08,0.9177,0.0907,0.2975,0.969,2.84,0.267,0.115,0,0,0,-70,1,1,1
22/09/2026 09:55:40,V0.01,1,5000,1,90,0.007,0.009,-0.08,0.8885,0.0522,0.5552,1.049,2.793,0.346,0.241,0,0,0,-68,1,1,1
22/09/2026 09:55:42,V0.01,1,5000,2,90,0.006,0.012,-0.08,0.8578,0.1091,0.5254,1.0118,2.718,0.542,0.076,0,0,0,-70,1,1,1
22/09/2026 09:55:46,V0.01,1,5000,3,90,0.002,0.005,0.0,0.9115,0.007,0.5381,1.0585,2.916,0.214,0.305,0,0,0,-70,1,1,1
22/09/2026 09:55:49,V0.01,1,5000,4,90,0.007,0.013,-0.08,0.8734,0.0765,0.5374,1.0283,2.832,0.366,0.153,0,0,0,-69,1,1,1
22/09/2026 09:55:53,V0.01,1,5000,5,90,0.007,0.011,-0.08,0.8646,0.1022,0.5293,1.0189,2.763,0.427,0.115,0,0,0,-70,1,1,1
22/09/2026 09:55:55,V0.01,1,5000,6,90,0.007,0.01,-0.08,0.9128,0.0106,0.535,1.0581,2.817,0.252,0.275,0,0,0,-70,1,1,1
22/09/2026 09:55:58,V0.01,1,5000,7,90,0.007,0.01,-0.08,0.8959,0.0088,0.5679,1.0607,2.763,0.221,0.359,0,0,0,-68,1,1,1
22/09/2026 09:56:01,V0.01,1,5000,8,90,0.007,0.01,-0.08,0.8848,0.0947,0.5535,1.0479,2.809,0.191,0.168,0,0,0,-70,1,1,1
22/09/2026 09:56:04,V0.01,1,5000,9,90,0.008,0.011,-0.08,0.8711,0.0002,0.5977,1.0564,2.855,0.42,0.145,0,0,0,-70,1,1,1
22/09/2026 09:56:07,V0.01,1,5000,10,90,0.007,0.011,-0.08,0.875,0.0214,0.5526,1.0351,2.824,0.267,0.13,0,0,0,-70,1,1,1
22/09/2026 09:56:10,V0.01,1,5000,11,90,0.006,0.01,0.0,0.8898,0.0132,0.5527,1.0476,2.809,0.229,0.282,0,0,0,-71,1,1,1
22/09/2026 09:56:13,V0.01,1,5000,12,90,0.007,0.01,-0.08,0.9047,0.0048,0.5581,1.063,2.939,0.267,0.351,0,0,0,-70,1,1,1
22/09/2026 09:56:16,V0.01,1,5000,13,90,0.007,0.011,-0.08,0.8595,0.1251,0.5524,1.0293,2.748,0.458,0.0,0,0,0,-71,1,1,1
22/09/2026 09:56:19,V0.01,1,5000,14,90,0.007,0.01,-0.08,0.9011,0.0481,0.5664,1.0654,2.985,0.29,0.252,0,0,0,-71,1,1,1
22/09/2026 09:56:22,V0.01,1,5000,15,90,0.007,0.01,0.0,0.8921,0.0447,0.5809,1.0655,2.916,0.45,0.26,0,0,0,-70,1,1,1
22/09/2026 09:56:26,V0.01,1,5000,16,90,0.002,0.004,0.0,0.8857,0.0083,0.5735,1.0552,2.802,0.26,0.26,0,0,0,-69,1,1,1
22/09/2026 09:56:28,V0.01,1,5000,17,90,0.007,0.011,-0.08,0.8689,0.0509,0.6063,1.0608,2.847,0.695,0.16,0,0,0,-71,1,1,1
22/09/2026 09:56:31,V0.01,1,5000,18,90,0.008,0.013,-0.08,0.8983,0.0282,0.5638,1.061,2.863,0.351,0.214,0,0,0,-70,1,1,1
22/09/2026 09:56:34,V0.01,1,5000,19,90,0.006,0.01,-0.08,0.8721,0.0363,0.5792,1.0475,2.824,0.214,0.16,0,0,0,-72,1,1,1
22/09/2026 09:56:37,V0.01,1,5000,20,90,0.011,0.019,-0.08,0.8849,0.0939,0.5211,1.0312,2.809,0.389,0.008,0,0,0,-70,1,1,1
22/09/2026 09:56:45,V0.01,1,10000,1,90,0.007,0.01,-0.08,0.8839,0.0556,0.5622,1.049,2.867,0.351,0.195,0,0,0,-72,1,1,1
22/09/2026 09:56:48,V0.01,1,10000,2,90,0.001,0.004,0.0,0.8986,0.0417,0.5532,1.056,2.809,0.092,0.153,0,0,0,-72,1,1,1
22/09/2026 09:56:50,V0.01,1,10000,3,90,0.006,0.012,-0.08,0.8921,0.0789,0.5381,1.0448,2.863,0.29,0.214,0,0,0,-70,1,1,1
22/09/2026 09:56:52,V0.01,1,10000,4,90,0.007,0.013,-0.08,0.8962,0.0002,0.5797,1.0674,2.954,0.282,0.214,0,0,0,-71,1,1,1
22/09/2026 09:56:55,V0.01,1,10000,5,90,0.006,0.009,-0.08,0.877,0.0696,0.6133,1.0724,2.985,0.664,0.145,0,0,0,-72,1,1,1
22/09/2026 09:56:59,V0.01,1,10000,6,90,0.007,0.011,-0.08,0.8854,0.0132,0.5664,1.0511,2.855,0.267,0.267,0,0,0,-72,1,1,1
22/09/2026 09:57:03,V0.01,1,10000,7,90,0.001,0.003,0.0,0.8779,0.017,0.5414,1.0316,2.908,0.145,0.229,0,0,0,-71,1,1,1
22/09/2026 09:57:06,V0.01,1,10000,8,90,0.003,0.01,-0.08,0.8882,0.0654,0.5454,1.0443,2.802,0.29,0.221,0,0,0,-71,1,1,1
22/09/2026 09:57:09,V0.01,1,10000,9,90,0.08,0.012,-0.08,0.91,0.0297,0.5437,1.0605,2.863,0.198,0.221,0,0,0,-70,1,1,1
22/09/2026 09:57:12,V0.01,1,10000,10,90,0.002,0.008,-0.08,0.8905,0.0686,0.5354,1.0413,2.763,0.206,0.099,0,0,0,-73,1,1,1
22/09/2026 09:57:14,V0.01,1,10000,11,90,0.139,0.01,-0.08,0.8761,0.0801,0.5466,1.0357,2.832,0.374,0.16,0,0,0,-74,1,1,1
22/09/2026 09:57:18,V0.01,1,10000,12,90,0.008,0.011,-0.08,0.8813,0.1051,0.5275,1.0325,2.756,0.366,0.023,0,0,0,-70,1,1,1
22/09/2026 09:57:22,V0.01,1,10000,13,90,0.008,0.01,-0.08,0.9008,0.0358,0.5615,1.0621,2.901,0.206,0.221,0,0,0,-70,1,1,1
22/09/2026 09:57:24,V0.01,1,10000,14,90,0.007,0.01,-0.08,0.8997,0.0433,0.5707,1.0663,2.847,0.298,0.214,0,0,0,-71,1,1,1
22/09/2026 09:57:27,V0.01,1,10000,15,90,0.007,0.009,-0.08,0.8927,0.071,0.5347,1.043,2.847,0.153,0.191,0,0,0,-71,1,1,1
22/09/2026 09:57:31,V0.01,1,10000,16,90,0.007,0.01,-0.08,0.8986,0.0166,0.5551,1.0563,2.863,0.191,0.328,0,0,0,-71,1,1,1
22/09/2026 09:57:33,V0.01,1,10000,17,90,0.003,0.006,-0.08,0.8766,0.0878,0.5277,1.0269,2.802,0.321,0.023,0,0,0,-71,1,1,1
22/09/2026 09:57:36,V0.01,1,10000,18,90,0.008,0.01,-0.08,0.8904,0.0779,0.5149,1.0315,2.687,0.267,0.046,0,0,0,-71,1,1,1
22/09/2026 09:57:40,V0.01,1,10000,19,90,0.004,0.005,-0.08,0.8868,0.0276,0.5553,1.0467,2.893,0.313,0.229,0,0,0,-72,1,1,1
22/09/2026 09:57:43,V0.01,1,10000,20,90,0.007,0.009,-0.08,0.9008,0.0398,0.5692,1.0663,2.695,0.137,0.053,0,0,0,-71,1,1,1
22/09/2026 09:57:50,V0.01,1,15000,1,90,0.007,0.01,0.0,0.8857,0.0565,0.556,1.0473,2.856,0.39,0.277,0,0,0,-71,1,1,1
22/09/2026 09:57:54,V0.01,1,15000,2,90,0.007,0.011,-0.08,0.8835,0.0759,0.5499,1.0435,2.71,0.16,0.084,0,0,0,-67,1,1,1
22/09/2026 09:57:56,V0.01,1,15000,3,90,0.004,0.008,-0.08,0.8992,0.0112,0.5698,1.0646,2.847,0.191,0.244,0,0,0,-71,1,1,1
22/09/2026 09:57:59,V0.01,1,15000,4,90,0.007,0.009,-0.08,0.8986,0.0129,0.553,1.0552,2.809,0.145,0.328,0,0,0,-71,1,1,1
22/09/2026 09:58:02,V0.01,1,15000,5,90,0.003,0.007,0.0,0.9008,0.0641,0.5491,1.0569,2.863,0.214,0.153,0,0,0,-70,1,1,1
22/09/2026 09:58:05,V0.01,1,15000,6,90,0.007,0.01,-0.08,0.8821,0.0294,0.5527,1.0414,2.885,0.237,0.313,0,0,0,-69,1,1,1
22/09/2026 09:58:08,V0.01,1,15000,7,90,0.001,0.003,-0.08,0.8917,0.0822,0.5212,1.0362,2.817,0.298,0.084,0,0,0,-70,1,1,1
22/09/2026 09:58:12,V0.01,1,15000,8,90,0.008,0.009,-0.08,0.8827,0.0131,0.5601,1.0455,2.863,0.26,0.198,0,0,0,-70,1,1,1
22/09/2026 09:58:16,V0.01,1,15000,9,90,0.006,0.011,-0.08,0.8706,0.0341,0.614,1.0659,2.916,0.45,0.168,0,0,0,-69,1,1,1
22/09/2026 09:58:19,V0.01,1,15000,10,90,0.007,0.01,-0.08,0.9022,0.0176,0.5664,1.0654,2.931,0.229,0.397,0,0,0,-71,1,1,1
22/09/2026 09:58:22,V0.01,1,15000,11,90,0.007,0.01,-0.08,0.873,0.0072,0.5953,1.0567,2.893,0.504,0.229,0,0,0,-71,1,1,1
22/09/2026 09:58:25,V0.01,1,15000,12,90,0.007,0.011,-0.08,0.8889,0.0212,0.5609,1.0513,2.87,0.29,0.061,0,0,0,-70,1,1,1
22/09/2026 09:58:28,V0.01,1,15000,13,90,0.007,0.01,-0.08,0.9019,0.0315,0.561,1.0626,2.985,0.267,0.344,0,0,0,-71,1,1,1
22/09/2026 09:58:32,V0.01,1,15000,14,90,0.006,0.009,0.0,0.9033,0.0026,0.5524,1.0588,2.832,0.275,0.282,0,0,0,-70,1,1,1
22/09/2026 09:58:34,V0.01,1,15000,15,90,0.007,0.009,-0.08,0.9052,0.007,0.5652,1.0671,2.901,0.13,0.282,0,0,0,-71,1,1,1
22/09/2026 09:58:37,V0.01,1,15000,16,90,0.007,0.009,-0.08,0.8785,0.0779,0.5382,1.0332,2.71,0.046,0.107,0,0,0,-72,1,1,1
22/09/2026 09:58:40,V0.01,1,15000,17,90,0.007,0.01,-0.08,0.8809,0.0153,0.5707,1.0497,2.954,0.473,0.191,0,0,0,-71,1,1,1
22/09/2026 09:58:42,V0.01,1,15000,18,90,0.007,0.009,-0.08,0.8585,0.0922,0.5377,1.0172,2.786,0.382,0.031,0,0,0,-71,1,1,1
22/09/2026 09:58:45,V0.01,1,15000,19,90,0.007,0.01,-0.08,0.8835,0.0406,0.5391,1.0358,2.954,0.26,0.107,0,0,0,-72,1,1,1
22/09/2026 09:58:48,V0.01,1,15000,20,90,0.007,0.011,-0.08,0.9181,0.0194,0.5334,1.062,2.947,0.252,0.237,0,0,0,-72,1,1,1
22/09/2026 09:58:56,V0.01,1,20000,1,90,0.007,0.011,-0.08,0.8857,0.0554,0.558,1.0483,2.858,0.331,0.182,0,0,0,-72,1,1,1
22/09/2026 09:58:58,V0.01,1,20000,2,90,0.006,0.011,-0.08,0.9011,0.0166,0.5397,1.0505,2.809,0.305,0.267,0,0,0,-72,1,1,1
22/09/2026 09:59:01,V0.01,1,20000,3,90,0.007,0.01,-0.08,0.8644,0.0967,0.5419,1.0248,2.733,0.344,0.061,0,0,0,-72,1,1,1
22/09/2026 09:59:04,V0.01,1,20000,4,90,0.007,0.011,-0.08,0.8732,0.0354,0.6017,1.061,3.0,0.504,0.107,0,0,0,-71,1,1,1
22/09/2026 09:59:08,V0.01,1,20000,5,90,0.007,0.01,-0.08,0.8821,0.0471,0.5474,1.0392,2.527,0.267,0.321,0,0,0,-69,1,1,1
22/09/2026 09:59:11,V0.01,1,20000,6,90,0.007,0.009,-0.08,0.8763,0.066,0.5446,1.0339,2.809,0.382,0.153,0,0,0,-71,1,1,1
22/09/2026 09:59:14,V0.01,1,20000,7,90,0.006,0.009,-0.08,0.8833,0.0282,0.5774,1.0557,2.885,0.229,0.198,0,0,0,-72,1,1,1
22/09/2026 09:59:16,V0.01,1,20000,8,90,0.007,0.009,-0.08,0.9023,0.0625,0.5745,1.0715,2.908,0.305,0.267,0,0,0,-71,1,1,1
22/09/2026 09:59:20,V0.01,1,20000,9,90,0.007,0.011,-0.08,0.901,0.0214,0.5568,1.0594,2.863,0.344,0.16,0,0,0,-71,1,1,1
22/09/2026 09:59:22,V0.01,1,20000,10,90,0.004,0.005,0.0,0.9045,0.0773,0.5413,1.0569,2.878,0.573,0.191,0,0,0,-71,1,1,1
22/09/2026 09:59:26,V0.01,1,20000,11,90,0.007,0.009,0.0,0.8789,0.0316,0.5874,1.0576,2.969,0.412,0.191,0,0,0,-71,1,1,1
22/09/2026 09:59:29,V0.01,1,20000,12,90,0.007,0.011,-0.08,0.8938,0.1016,0.5416,1.05,2.756,0.412,0.198,0,0,0,-70,1,1,1
22/09/2026 09:59:32,V0.01,1,20000,13,90,0.003,0.006,0.0,0.8607,0.1211,0.5382,1.0223,2.718,0.313,0.031,0,0,0,-70,1,1,1
22/09/2026 09:59:34,V0.01,1,20000,14,90,0.007,0.009,-0.08,0.8816,0.0935,0.5665,1.0521,2.794,0.374,0.153,0,0,0,-71,1,1,1
22/09/2026 09:59:37,V0.01,1,20000,15,90,0.007,0.01,-0.08,0.9084,0.0149,0.5708,1.073,2.893,0.206,0.328,0,0,0,-70,1,1,1
22/09/2026 09:59:39,V0.01,1,20000,16,90,0.007,0.009,-0.08,0.8828,0.0005,0.5778,1.0551,2.878,0.29,0.13,0,0,0,-71,1,1,1
22/09/2026 09:59:42,V0.01,1,20000,17,90,0.008,0.011,-0.08,0.9135,0.0238,0.5531,1.0681,2.977,0.275,0.351,0,0,0,-70,1,1,1
22/09/2026 09:59:44,V0.01,1,20000,18,90,0.007,0.011,-0.08,0.9056,0.0244,0.5271,1.0481,2.878,0.206,0.206,0,0,0,-72,1,1,1
22/09/2026 09:59:47,V0.01,1,20000,19,90,0.008,0.01,-0.08,0.8622,0.1136,0.5524,1.0302,2.794,0.351,0.031,0,0,0,-72,1,1,1
22/09/2026 09:59:49,V0.01,1,20000,20,90,0.007,0.009,0.0,0.8929,0.0161,0.5485,1.0481,2.878,0.214,0.198,0,0,0,-71,1,1,1
22/09/2026 09:59:57,V0.01,1,25000,1,90,0.008,0.01,-0.08,0.8857,0.0565,0.5584,1.0485,2.857,0.334,0.187,0,0,0,-72,1,1,1
22/09/2026 10:00:00,V0.01,1,25000,2,90,0.007,0.01,-0.08,0.9065,0.0266,0.5482,1.0597,2.885,0.145,0.321,0,0,0,-72,1,1,1
22/09/2026 10:00:03,V0.01,1,25000,3,90,0.007,0.01,0.0,0.8536,0.1235,0.5376,1.0164,2.756,0.374,0.031,0,0,0,-71,1,1,1
22/09/2026 10:00:06,V0.01,1,25000,4,90,0.008,0.009,-0.08,0.8882,0.0083,0.5505,1.045,2.885,0.252,0.183,0,0,0,-71,1,1,1
22/09/2026 10:00:09,V0.01,1,25000,5,90,0.007,0.009,-0.08,0.9011,0.0111,0.558,1.0599,2.947,0.389,0.153,0,0,0,-71,1,1,1
22/09/2026 10:00:12,V0.01,1,25000,6,90,0.006,0.01,-0.08,0.8796,0.0394,0.5411,1.0335,2.779,0.328,0.069,0,0,0,-71,1,1,1
22/09/2026 10:00:15,V0.01,1,25000,7,90,0.007,0.009,-0.08,0.8864,0.0283,0.5442,1.0405,2.794,0.26,0.168,0,0,0,-72,1,1,1
22/09/2026 10:00:17,V0.01,1,25000,8,90,0.007,0.009,-0.08,0.8718,0.0646,0.5522,1.034,2.824,0.336,0.092,0,0,0,-72,1,1,1
22/09/2026 10:00:20,V0.01,1,25000,9,90,0.008,0.009,-0.08,0.8883,0.0748,0.5541,1.0496,2.786,0.282,0.061,0,0,0,-71,1,1,1
22/09/2026 10:00:24,V0.01,1,25000,10,90,0.003,0.008,0.0,0.8702,0.0057,0.5769,1.0441,2.977,0.237,0.275,0,0,0,-71,1,1,1
22/09/2026 10:00:27,V0.01,1,25000,11,90,0.007,0.011,-0.08,0.8776,0.0586,0.5828,1.0551,2.802,0.382,0.191,0,0,0,-70,1,1,1
22/09/2026 10:00:29,V0.01,1,25000,12,90,0.001,0.002,0.0,0.8846,0.0687,0.5784,1.0592,2.748,0.198,0.092,0,0,0,-73,1,1,1
22/09/2026 10:00:33,V0.01,1,25000,13,90,0.007,0.01,-0.08,0.8744,0.0757,0.5504,1.036,2.771,0.275,0.069,0,0,0,-70,1,1,1
22/09/2026 10:00:36,V0.01,1,25000,14,90,0.007,0.013,-0.08,0.8804,0.0869,0.5591,1.0465,2.786,0.298,0.031,0,0,0,-69,1,1,1
22/09/2026 10:00:39,V0.01,1,25000,15,90,0.007,0.009,-0.08,0.8816,0.0892,0.5471,1.0414,2.802,0.282,0.26,0,0,0,-69,1,1,1
22/09/2026 10:00:43,V0.01,1,25000,16,90,0.008,0.009,-0.08,0.8861,0.0746,0.5228,1.0316,2.832,0.29,0.061,0,0,0,-69,1,1,1
22/09/2026 10:00:45,V0.01,1,25000,17,90,0.007,0.008,-0.08,0.9033,0.0229,0.5718,1.0693,2.885,0.282,0.282,0,0,0,-71,1,1,1
22/09/2026 10:00:48,V0.01,1,25000,18,90,0.007,0.011,0.0,0.8726,0.1056,0.5316,1.0272,2.725,0.42,0.008,0,0,0,-71,1,1,1
22/09/2026 10:00:51,V0.01,1,25000,19,90,0.007,0.009,-0.08,0.8663,0.01,0.5607,1.032,2.939,0.466,0.145,0,0,0,-70,1,1,1
22/09/2026 10:00:55,V0.01,1,25000,20,90,0.007,0.01,0.0,0.8885,0.0022,0.5469,1.0434,2.855,0.252,0.16,0,0,0,-70,1,1,1
22/09/2026 10:13:20,V0.01,2,5000,1,90,0.003,0.01,0.0,0.8864,0.0596,0.5597,1.05,2.83,0.366,0.2,0,0,0,-68,1,1,1
